district,k,seed,timesteps,eval_reward,approx_kl,clip_fraction,clip_range,entropy_loss,explained_variance,learning_rate,loss,policy_gradient_loss,value_loss,baseline,eval_delta
양천구,3,123,60000.0,-1091.7810869960385,2.7730711735785007e-05,0.0,0.1,-1.0487140893936158,0.003320157527923584,0.0001,280.49810791015625,-0.0005746704991906881,665.1894226074219,-1083.31537299746,-8.465713998578622
양천구,3,123,80000.0,-1067.134895837221,0.0001459992490708828,0.0,0.1,-1.001131796836853,0.3824117183685303,0.0001,96.73860168457031,-0.001106055174022913,205.91431579589843,-1083.31537299746,16.18047716023898
양천구,3,123,100000.0,-1067.1665381878865,1.0513700544834137e-05,0.0,0.1,-0.9698273241519928,0.7072518467903137,0.0001,139.10426330566406,-0.000278476276434958,239.40609130859374,-1083.31537299746,16.148834809573373
양천구,3,123,120000.0,-1074.7906916636286,1.688394695520401e-05,0.0,0.1,-0.9056379675865174,0.5636501908302307,0.0001,701.6101684570312,-0.0006004523485898972,1260.7356506347655,-1083.31537299746,8.524681333831268
양천구,3,123,140000.0,-1106.116759090104,4.17931005358696e-07,0.0,0.1,-0.5760602533817292,0.3677220940589905,0.0001,2715.166015625,-7.196022197604179e-05,6505.032275390625,-1083.31537299746,-22.80138609264418
양천구,3,123,160000.0,-1038.2293200804716,2.3819738999009132e-06,0.0,0.1,-0.7866631388664246,0.24161136150360107,0.0001,4076.396240234375,-1.7994362860918044e-05,7458.50234375,-1083.31537299746,45.086052916988365
양천구,3,123,170000.0,-1033.2634579697528,1.453794538974762e-06,0.0,0.1,-0.5343082398176193,0.9142201542854309,0.0001,94.72403717041016,-6.255730986595153e-05,236.44017028808594,-1083.31537299746,50.05191502770708
양천구,3,42,20000.0,-1064.5721203170017,0.002907204208895564,0.0671875,0.1,-0.6084501266479492,-0.0007680654525756836,0.0001,18.33756446838379,-0.007014590036123991,41.822398567199706,-1083.31537299746,18.743252680458227
양천구,3,42,40000.0,-1070.9819200114655,3.5257311537861824e-05,0.0,0.1,-0.9256787240505219,0.0018447041511535645,0.0001,2503.89404296875,0.00012649688869714737,5023.385009765625,-1083.31537299746,12.333452985994427
양천구,3,42,60000.0,-1070.482643637123,2.882443368434906e-07,0.0,0.1,-0.8415438830852509,0.010881006717681885,0.0001,11405.375,-2.9010698199272156e-06,21917.4193359375,-1083.31537299746,12.832729360336998
양천구,3,42,80000.0,-1070.482643637123,1.3967743143439293e-05,0.0,0.1,-0.8281473338603973,0.303733766078949,0.0001,2039.9130859375,0.00012949639931321145,4515.707934570312,-1083.31537299746,12.832729360336998
양천구,3,42,100000.0,-1070.482643637123,4.1433784645050764e-05,0.0,0.1,-0.4052332669496536,0.6113632917404175,0.0001,811.1859741210938,-0.0005905807018280029,1715.7333740234376,-1083.31537299746,12.832729360336998
